case,case_id,found_by_crawl,scraped_rows,docs_with_link,docs_on_gcs,confirmations_with_link,confirmations_on_gcs,not_on_gcs_examples
case_31700,CV-701018-24/RI,5,5,5,5,0,0,
case_31701,CV-701019-24/RI,7,7,7,7,0,0,
case_31702,CV-701220-24/QU,6,6,6,6,0,0,
case_31703,CV-701221-24/QU,24,24,24,24,0,0,
case_31704,CV-701222-24/QU,5,5,5,5,0,0,
case_31705,CV-701224-24/QU,5,5,5,5,0,0,
case_31706,CV-701282-24/QU,5,5,5,5,0,0,
case_31707,CV-701295-24/QU,6,6,6,6,0,0,
case_31708,CV-701297-24/QU,4,4,4,4,0,0,
case_31709,CV-701338-24/QU,5,5,5,5,0,0,
case_31710,CV-701378-24/NY,6,6,6,6,0,0,
case_31711,CV-701379-24/NY,2,2,2,2,0,0,
case_31712,CV-701380-24/NY,12,12,12,12,0,0,
case_31713,CV-701408-23/QU,5,5,5,5,0,0,
case_31714,CV-701408-24/QU,5,5,5,5,0,0,
case_31715,CV-701409-24/QU,5,5,5,5,0,0,
case_31716,CV-701473-24/QU,7,7,7,7,0,0,
case_31717,CV-701498-24/NY,6,6,6,6,0,0,
case_31718,CV-701499-24/NY,6,6,6,6,0,0,
case_31719,CV-701502-24/QU,5,5,5,5,0,0,
case_31720,CV-701620-23/QU,2,2,2,2,0,0,
case_31721,CV-701669-24/NY,15,15,15,15,0,0,
case_31722,CV-701675-24/NY,11,11,11,11,0,0,
case_31723,CV-701686-24/NY,5,5,5,5,0,0,
case_31724,CV-701702-24/KI,2,2,2,2,0,0,
case_31725,CV-701830-24/NY,12,12,12,12,0,0,
case_31726,CV-701831-24/NY,5,5,5,5,0,0,
case_31727,CV-701846-24/RI,6,6,6,6,0,0,
case_31728,CV-701849-24/RI,5,5,5,5,0,0,
case_31729,CV-701850-24/RI,3,3,3,3,0,0,
case_31730,CV-701869-24/QU,6,6,6,6,0,0,
case_31731,CV-702154-24/RI,5,5,5,5,0,0,
case_31732,CV-702163-23/QU,4,4,4,4,0,0,
case_31733,CV-702417-24/BX,5,5,5,5,0,0,
case_31734,CV-702426-24/BX,5,5,5,5,0,0,
case_31735,CV-702427-24/BX,5,5,5,5,0,0,
case_31736,CV-702428-24/BX,3,3,3,3,0,0,
case_31737,CV-702429-24/BX,5,5,5,5,0,0,
case_31738,CV-702430-24/BX,2,2,2,2,0,0,
case_31739,CV-702431-24/BX,8,8,8,8,0,0,
case_31740,CV-702434-25/NY,6,6,6,6,0,0,
case_31741,CV-702440-25/NY,6,6,6,6,0,0,
case_31742,CV-702441-25/NY,6,6,6,6,0,0,
case_31743,CV-702449-25/NY,6,6,6,6,0,0,
case_31744,CV-702521-24/NY,8,8,8,8,0,0,
case_31745,CV-702525-24/NY,8,8,8,8,0,0,
case_31746,CV-702526-24/NY,3,3,3,3,0,0,
case_31747,CV-702565-24/BX,7,7,7,7,0,0,
case_31748,CV-702595-25/NY,10,10,10,10,0,0,
case_31749,CV-702597-25/NY,16,16,16,16,0,0,
case_31750,CV-702608-24/NY,7,7,7,7,2,2,
case_31751,CV-702627-24/NY,12,12,12,12,0,0,
case_31752,CV-702678-24/NY,12,12,12,12,0,0,
case_31753,CV-702705-23/RI,16,16,16,16,0,0,
case_31754,CV-702727-24/NY,13,13,13,13,0,0,
case_31755,CV-702763-24/BX,12,12,12,12,3,3,
case_31758,CV-702861-23/BX,6,6,6,6,4,4,
case_31762,CV-702975-25/NY,4,4,4,4,3,3,
case_31763,CV-702977-25/NY,13,13,13,13,7,7,
case_31777,CV-703098-24/QU,6,6,6,6,4,4,
case_31778,CV-703099-24/QU,6,6,6,6,0,0,
case_31782,CV-703115-23/QU,5,5,5,5,0,0,
case_31783,CV-703164-24/BX,6,6,6,6,0,0,
case_31784,CV-703177-24/BX,5,5,5,5,0,0,
case_31785,CV-703178-25/NY,4,4,4,4,0,0,
case_31786,CV-703189-25/NY,4,4,4,4,0,0,
case_31787,CV-703195-25/NY,4,4,4,4,0,0,
case_31788,CV-703275-24/NY,5,5,5,5,0,0,
case_31789,CV-703358-24/KI,5,5,5,5,0,0,
case_31790,CV-703392-24/NY,2,2,2,2,0,0,
case_31791,CV-703393-23/KI,2,2,2,2,0,0,
case_31792,CV-703395-23/KI,4,4,4,4,0,0,
case_31793,CV-703426-24/NY,2,2,2,2,0,0,
case_31794,CV-703427-24/NY,3,3,3,3,0,0,
case_31795,CV-703434-24/NY,13,13,13,13,0,0,
case_31796,CV-703527-24/BX,2,2,2,2,1,1,
case_31797,CV-703533-24/BX,5,5,5,5,1,1,
case_31798,CV-703790-24/RI,6,6,6,6,3,3,
case_31799,CV-703791-24/RI,6,6,6,6,1,1,
case_31800,CV-703798-24/RI,4,4,4,4,3,3,
case_31801,CV-703831-24/RI,8,8,8,8,2,2,
case_31802,CV-703833-24/RI,6,6,6,6,0,0,
case_31803,CV-703846-24/RI,3,3,3,3,2,2,
case_31805,CV-703937-24/KI,7,7,7,7,6,6,
case_31813,CV-704299-24/KI,5,5,5,5,1,1,
case_31814,CV-704485-24/NY,12,12,12,12,0,0,
case_31815,CV-704532-24/NY,12,12,12,12,0,0,
case_31818,CV-704658-24/RI,4,4,4,4,0,0,
case_31819,CV-704683-24/NY,6,6,6,6,0,0,
case_31820,CV-704694-24/NY,8,8,8,8,0,0,
case_31821,CV-704805-23/QU,15,15,15,15,0,0,
case_31823,CV-704881-24/KI,4,4,4,4,0,0,
case_31824,CV-704902-24/NY,12,12,12,12,0,0,
case_31825,CV-704903-24/NY,8,8,8,8,0,0,
case_31827,CV-704929-24/NY,5,5,5,5,0,0,
case_31828,CV-705296-24/NY,3,3,3,3,0,0,
case_31830,CV-705520-24/NY,8,8,8,8,7,7,
case_31831,CV-705521-24/NY,6,6,6,6,5,5,
case_31832,CV-705522-24/NY,12,12,12,12,0,0,
case_31833,CV-705523-24/NY,5,5,5,5,0,0,
case_31834,CV-705531-24/NY,1,1,1,1,0,0,
case_31835,CV-705535-24/NY,2,2,2,2,0,0,
case_31836,CV-705541-24/NY,11,11,11,11,0,0,
case_31837,CV-705554-24/NY,2,2,2,2,0,0,
case_31838,CV-705575-24/QU,2,2,2,2,0,0,
case_31839,CV-705576-24/QU,5,5,5,5,0,0,
case_31840,CV-705713-24/NY,16,16,16,16,0,0,
case_31841,CV-705753-24/NY,6,6,6,6,0,0,
case_31842,CV-705833-24/QU,5,5,5,5,0,0,
case_31843,CV-705834-24/QU,5,5,5,5,0,0,
case_31844,CV-705835-24/QU,5,5,5,5,0,0,
case_31845,CV-705836-24/QU,6,6,6,6,0,0,
case_31846,CV-705838-24/QU,5,5,5,5,0,0,
case_31847,CV-705839-24/QU,5,5,5,5,0,0,
case_31848,CV-705850-25/NY,3,3,3,3,0,0,
case_31849,CV-705854-25/NY,3,3,3,3,0,0,
case_31850,CV-705855-25/NY,3,3,3,3,0,0,
case_31851,CV-705919-24/BX,5,5,5,5,0,0,
case_31852,CV-705985-24/KI,2,2,2,2,0,0,
case_31853,CV-705992-24/QU,5,5,5,5,0,0,
case_31854,CV-705993-23/KI,6,6,6,6,0,0,
case_31855,CV-705993-24/QU,2,2,2,2,0,0,
case_31856,CV-705994-24/QU,5,5,5,5,0,0,
case_31857,CV-705995-24/QU,5,5,5,5,0,0,
case_31858,CV-705997-24/QU,16,16,16,16,0,0,
case_31859,CV-706002-25/NY,6,6,6,6,0,0,
case_31860,CV-706005-24/KI,5,5,5,5,0,0,
case_31861,CV-706167-24/NY,7,7,7,7,0,0,
case_31862,CV-706183-24/BX,5,5,5,5,0,0,
case_31863,CV-706184-24/BX,24,24,24,24,0,0,
case_31864,CV-706371-24/QU,5,5,5,5,0,0,
case_31865,CV-706461-24/QU,3,3,3,3,0,0,
case_31866,CV-706686-22/NY,13,13,13,13,0,0,
case_31867,CV-706687-22/NY,15,15,15,15,0,0,
case_31868,CV-706767-24/NY,18,18,18,18,0,0,
case_31869,CV-706784-24/NY,11,11,11,11,0,0,
case_31870,CV-706855-23/NY,14,14,14,14,0,0,
case_31871,CV-706859-24/QU,5,5,5,5,0,0,
case_31872,CV-706893-25/RI,5,5,5,5,0,0,
case_31873,CV-707008-24/QU,5,5,5,5,0,0,
case_31874,CV-707018-24/QU,6,6,6,6,0,0,
case_31875,CV-707060-24/RI,4,4,4,4,0,0,
case_31876,CV-707097-22/RI,5,5,5,5,0,0,
case_31877,CV-707101-24/RI,4,4,4,4,0,0,
case_31878,CV-707105-24/RI,4,4,4,4,0,0,
case_31879,CV-707106-24/RI,2,2,2,2,0,0,
case_31880,CV-707108-24/RI,4,4,4,4,0,0,
case_31881,CV-707109-24/RI,5,5,5,5,0,0,
case_31882,CV-707112-24/RI,6,6,6,6,0,0,
case_31883,CV-707235-23/NY,12,12,12,12,0,0,
case_31884,CV-707244-24/NY,6,6,6,6,0,0,
case_31885,CV-707247-24/NY,1,1,1,1,0,0,
case_31886,CV-707266-23/NY,12,12,12,12,0,0,
case_31887,CV-707493-24/QU,11,11,11,11,0,0,
case_31888,CV-707494-24/QU,5,5,5,5,0,0,
case_31889,CV-707515-24/QU,5,5,5,5,0,0,
case_31890,CV-707516-24/QU,5,5,5,5,0,0,
case_31891,CV-707521-24/QU,5,5,5,5,0,0,
case_31892,CV-707545-24/QU,6,6,6,6,0,0,
case_31893,CV-707546-24/QU,5,5,5,5,0,0,
case_31894,CV-707562-24/NY,2,2,2,2,0,0,
case_31895,CV-707568-25/BX,5,5,5,5,0,0,
case_31896,CV-707571-25/BX,5,5,5,5,0,0,
case_31897,CV-707572-25/BX,16,16,16,16,0,0,
case_31898,CV-707575-25/BX,5,5,5,5,0,0,
case_31899,CV-707576-25/BX,5,5,5,5,0,0,
case_31900,CV-707596-25/BX,5,5,5,5,0,0,
case_31901,CV-707597-25/BX,5,5,5,5,0,0,
case_31902,CV-707599-25/BX,5,5,5,5,0,0,
case_31903,CV-707600-25/BX,5,5,5,5,0,0,
case_31904,CV-707765-22/QU,7,7,7,7,0,0,
case_31905,CV-707861-25/BX,5,5,5,5,0,0,
case_31906,CV-707982-25/BX,4,4,4,4,0,0,
case_31907,CV-707985-25/BX,4,4,4,4,0,0,
case_31908,CV-708020-24/NY,5,5,5,5,0,0,
case_31909,CV-708270-23/NY,4,4,4,4,0,0,
case_31910,CV-708399-22/BX,2,2,2,2,0,0,
case_31911,CV-708449-25/BX,5,5,5,5,0,0,
case_31912,CV-708477-25/BX,4,4,4,4,0,0,
case_31913,CV-708478-25/BX,5,5,5,5,0,0,
case_31914,CV-708542-23/NY,12,12,12,12,0,0,
case_31915,CV-708687-23/NY,2,2,2,2,0,0,
case_31916,CV-708688-23/NY,6,6,6,6,0,0,
case_31917,CV-708797-22/RI,4,4,4,4,0,0,
case_31918,CV-709108-24/BX,5,5,5,5,0,0,
case_31919,CV-709199-24/BX,6,6,6,6,5,5,
case_31921,CV-709207-24/BX,20,20,20,20,17,17,
case_31923,CV-709335-25/BX,5,5,5,5,1,1,
case_31924,CV-709336-25/BX,5,5,5,5,1,1,
case_31925,CV-709338-25/BX,2,2,2,2,0,0,
case_31926,CV-709342-25/BX,4,4,4,4,0,0,
case_31927,CV-709344-25/BX,4,4,4,4,0,0,
case_31928,CV-709351-25/BX,5,5,5,5,0,0,
case_31929,CV-709352-25/BX,5,5,5,5,0,0,
case_31930,CV-709366-25/BX,4,4,4,4,0,0,
case_31931,CV-709367-25/BX,4,4,4,4,0,0,
case_31932,CV-709370-22/RI,4,4,4,4,1,1,
case_31933,CV-709371-22/RI,4,4,4,4,2,2,
case_31934,CV-709419-23/NY,2,2,2,2,1,1,
case_31935,CV-709420-23/NY,2,2,2,2,0,0,
case_31936,CV-709784-25/BX,4,4,4,4,1,1,
case_31940,CV-709950-25/BX,4,4,4,4,3,3,
case_31943,CV-709977-24/BX,6,6,6,6,5,5,
case_31944,CV-709984-24/BX,6,6,6,6,1,1,
case_31945,CV-710008-24/BX,2,2,2,2,0,0,
case_31946,CV-710011-24/BX,5,5,5,5,0,0,
case_31947,CV-710082-24/QU,4,4,4,4,0,0,
case_31948,CV-710083-25/QU,37,37,37,37,0,0,
case_31949,CV-710085-25/QU,7,7,7,7,0,0,
case_31950,CV-710102-25/QU,5,5,5,5,0,0,
case_31951,CV-710105-25/QU,5,5,5,5,0,0,
case_31952,CV-710108-25/QU,5,5,5,5,0,0,
case_31953,CV-710109-25/QU,5,5,5,5,0,0,
case_31954,CV-710262-23/BX,13,13,13,13,0,0,
case_31955,CV-710395-24/QU,22,22,22,22,0,0,
case_31956,CV-710402-25/QU,28,28,28,28,0,0,
case_31957,CV-710442-24/QU,2,2,2,2,0,0,
case_31958,CV-710443-24/QU,15,15,15,15,0,0,
case_31959,CV-710453-23/KI,4,4,4,4,3,3,
case_31960,CV-710624-24/KI,5,5,5,5,4,4,
case_31961,CV-710804-24/BX,2,2,2,2,0,0,
case_31962,CV-710808-24/BX,3,3,3,3,2,2,
case_31964,CV-710927-22/BX,6,6,6,6,5,5,
case_31968,CV-710966-24/KI,5,5,5,5,3,3,
case_31969,CV-710968-24/KI,7,7,7,7,5,5,
case_31970,CV-710974-24/BX,25,25,25,25,0,0,
case_31971,CV-711048-25/QU,5,5,5,5,0,0,
case_31972,CV-711049-25/QU,7,7,7,7,0,0,
case_31973,CV-711134-24/KI,5,5,5,5,0,0,
case_31974,CV-711196-24/QU,4,4,4,4,0,0,
case_31975,CV-711197-24/QU,2,2,2,2,0,0,
case_31976,CV-711202-24/QU,5,5,5,5,0,0,
case_31977,CV-711203-24/QU,6,6,6,6,0,0,
case_31978,CV-711204-24/QU,5,5,5,5,0,0,
case_31979,CV-711205-24/QU,2,2,2,2,0,0,
case_31980,CV-711261-24/QU,1,1,1,1,0,0,
case_31981,CV-711272-24/QU,4,4,4,4,0,0,
case_31982,CV-711273-24/QU,5,5,5,5,0,0,
case_31983,CV-711409-24/KI,7,7,7,7,0,0,
case_31984,CV-711430-24/KI,2,2,2,2,0,0,
case_31985,CV-711502-24/BX,5,5,5,5,0,0,
case_31986,CV-711505-24/BX,5,5,5,5,0,0,
case_31987,CV-711506-24/BX,2,2,2,2,0,0,
case_31988,CV-711507-24/BX,13,13,13,13,0,0,
case_31989,CV-711508-24/BX,2,2,2,2,0,0,
case_31990,CV-711518-24/BX,17,17,17,17,0,0,
case_31991,CV-711524-24/BX,16,16,16,16,0,0,
case_31992,CV-711695-26/RI,4,4,4,4,0,0,
case_31993,CV-711990-24/BX,5,5,5,5,0,0,
case_31994,CV-712036-22/RI,9,9,9,9,0,0,
case_31995,CV-712118-26/RI,1,1,1,1,0,0,
case_31996,CV-712138-25/KI,18,18,18,18,0,0,
case_31997,CV-712140-25/QU,5,5,5,5,0,0,
case_31999,CV-712161-25/QU,5,5,5,5,0,0,
case_32000,CV-712165-25/QU,4,4,4,4,0,0,
case_32001,CV-712174-25/QU,5,5,5,5,0,0,
case_32003,CV-712177-25/QU,6,6,6,6,3,3,
case_32005,CV-712181-25/QU,26,26,26,26,20,20,
case_32006,CV-712182-25/QU,4,4,4,4,1,1,
case_32007,CV-712190-25/QU,5,5,5,5,3,3,
case_32008,CV-712215-25/QU,5,5,5,5,2,2,
case_32009,CV-712290-24/QU,4,4,4,4,2,2,
case_32010,CV-712602-24/QU,5,5,5,5,1,1,
case_32011,CV-712603-24/QU,5,5,5,5,0,0,
case_32012,CV-712604-24/QU,2,2,2,2,0,0,
case_32013,CV-712605-24/QU,3,3,3,3,0,0,
case_32014,CV-712612-24/QU,4,4,4,4,0,0,
case_32015,CV-712613-24/QU,1,1,1,1,0,0,
case_32016,CV-712618-24/QU,5,5,5,5,0,0,
case_32017,CV-712623-24/QU,1,1,1,1,0,0,
case_32018,CV-712624-24/QU,27,27,27,27,0,0,
case_32019,CV-712632-24/QU,4,4,4,4,0,0,
case_32020,CV-712634-24/QU,7,7,7,7,0,0,
case_32021,CV-712698-25/QU,25,25,25,25,0,0,
case_32022,CV-712699-25/QU,25,25,25,25,0,0,
case_32023,CV-712754-25/QU,5,5,5,5,0,0,
case_32024,CV-712755-25/QU,5,5,5,5,0,0,
case_32025,CV-712756-25/QU,5,5,5,5,0,0,
case_32026,CV-712926-23/KI,15,15,15,15,0,0,
case_32027,CV-712937-24/BX,5,5,5,5,0,0,
case_32028,CV-712965-23/BX,15,15,15,15,0,0,
case_32029,CV-712966-23/BX,7,7,7,7,0,0,
case_32030,CV-712985-23/BX,2,2,2,2,0,0,
case_32031,CV-713081-22/BX,5,5,5,5,0,0,
case_32032,CV-713285-24/QU,5,5,5,5,0,0,
case_32033,CV-713286-24/QU,4,4,4,4,0,0,
case_32034,CV-713287-24/QU,5,5,5,5,0,0,
case_32035,CV-713288-24/QU,2,2,2,2,0,0,
case_32036,CV-713301-24/QU,7,7,7,7,0,0,
case_32037,CV-713369-24/QU,4,4,4,4,0,0,
case_32038,CV-713370-24/QU,4,4,4,4,0,0,
case_32039,CV-713405-24/QU,5,5,5,5,0,0,
case_32040,CV-713406-24/QU,4,4,4,4,0,0,
case_32041,CV-713544-23/BX,7,7,7,7,0,0,
case_32042,CV-713546-23/BX,7,7,7,7,0,0,
case_32043,CV-713774-24/KI,4,4,4,4,0,0,
case_32044,CV-713899-23/QU,7,7,7,7,0,0,
case_32045,CV-713986-23/BX,2,2,2,2,0,0,
case_32046,CV-714352-24/RI,5,5,5,5,0,0,
case_32047,CV-714402-23/BX,6,6,6,6,0,0,
case_32048,CV-714414-22/RI,6,6,6,6,3,3,
case_32053,CV-715101-23/BX,16,16,16,16,13,13,
case_32054,CV-715142-23/BX,7,7,7,7,1,1,
case_32055,CV-715158-23/BX,2,2,2,2,0,0,
case_32056,CV-715163-22/RI,5,5,5,5,3,3,
case_32057,CV-715164-22/RI,5,5,5,5,2,2,
case_32058,CV-715177-22/RI,5,5,5,5,3,3,
case_32059,CV-715195-23/BX,7,7,7,7,3,3,
case_32062,CV-715271-24/RI,2,2,2,2,0,0,
case_32063,CV-715272-24/RI,4,4,4,4,0,0,
case_32064,CV-715298-24/RI,5,5,5,5,0,0,
case_32065,CV-715374-24/RI,6,6,6,6,0,0,
case_32066,CV-715375-24/RI,5,5,5,5,0,0,
case_32067,CV-715376-24/RI,2,2,2,2,0,0,
case_32068,CV-715554-23/BX,5,5,5,5,0,0,
case_32069,CV-715592-22/RI,6,6,6,6,0,0,
case_32070,CV-715663-24/KI,4,4,4,4,0,0,
case_32071,CV-715664-24/KI,5,5,5,5,0,0,
case_32072,CV-715665-24/KI,9,9,9,9,0,0,
case_32073,CV-715666-24/KI,5,5,5,5,0,0,
case_32074,CV-715667-24/KI,2,2,2,2,0,0,
case_32075,CV-715756-23/QU,4,4,4,4,0,0,
case_32076,CV-715789-22/BX,5,5,5,5,0,0,
case_32077,CV-715789-23/QU,5,5,5,5,0,0,
case_32078,CV-715795-22/BX,5,5,5,5,0,0,
case_32079,CV-715799-23/QU,5,5,5,5,0,0,
case_32080,CV-715814-24/RI,2,2,2,2,0,0,
case_32081,CV-715829-24/KI,5,5,5,5,0,0,
case_32082,CV-715830-24/KI,8,8,8,8,0,0,
case_32083,CV-716032-24/RI,5,5,5,5,0,0,
case_32084,CV-716162-24/RI,4,4,4,4,0,0,
case_32085,CV-716167-23/BX,2,2,2,2,0,0,
case_32086,CV-716430-23/QU,5,5,5,5,0,0,
case_32087,CV-716431-23/QU,7,7,7,7,0,0,
case_32088,CV-716432-23/QU,5,5,5,5,0,0,
case_32089,CV-716435-23/QU,5,5,5,5,0,0,
case_32090,CV-716452-22/BX,6,6,6,6,0,0,
case_32091,CV-716483-23/QU,5,5,5,5,0,0,
case_32092,CV-716955-24/KI,4,4,4,4,0,0,
case_32093,CV-716985-24/KI,4,4,4,4,0,0,
case_32094,CV-717093-25/BX,5,5,5,5,1,1,
case_32103,CV-717714-23/BX,7,7,7,7,2,2,
case_32104,CV-717952-23/BX,5,5,5,5,0,0,
case_32105,CV-717977-23/BX,4,4,4,4,0,0,
case_32106,CV-718010-23/BX,2,2,2,2,0,0,
case_32107,CV-718040-23/RI,4,4,4,4,0,0,
case_32108,CV-718164-22/QU,5,5,5,5,0,0,
case_32109,CV-718233-23/QU,7,7,7,7,0,0,
case_32110,CV-718241-24/KI,4,4,4,4,0,0,
case_32111,CV-718244-23/QU,5,5,5,5,0,0,
case_32112,CV-718250-24/KI,2,2,2,2,0,0,
case_32113,CV-718254-23/QU,7,7,7,7,0,0,
case_32114,CV-718293-23/QU,6,6,6,6,0,0,
case_32115,CV-718323-23/QU,11,11,11,11,0,0,
case_32116,CV-718374-25/BX,2,2,2,2,0,0,
case_32117,CV-718379-24/BX,2,2,2,2,0,0,
case_32118,CV-718405-24/BX,2,2,2,2,0,0,
case_32119,CV-718459-26/RI,4,4,4,4,0,0,
case_32120,CV-718460-26/RI,4,4,4,4,0,0,
case_32121,CV-718585-24/QU,3,3,3,3,0,0,
case_32122,CV-718862-23/BX,7,7,7,7,0,0,
case_32123,CV-718880-23/BX,5,5,5,5,0,0,
case_32124,CV-718906-22/RI,5,5,5,5,0,0,
case_32125,CV-718908-22/RI,5,5,5,5,0,0,
case_32126,CV-718940-22/RI,5,5,5,5,0,0,
case_32127,CV-718978-22/RI,8,8,8,8,0,0,
case_32128,CV-719144-22/RI,8,8,8,8,0,0,
case_32129,CV-719700-24/KI,5,5,5,5,0,0,
case_32130,CV-719705-24/KI,2,2,2,2,0,0,
case_32131,CV-719711-24/KI,7,7,7,7,0,0,
case_32132,CV-719766-24/KI,4,4,4,4,0,0,
case_32133,CV-719882-24/KI,4,4,4,4,0,0,
case_32134,CV-719921-24/KI,4,4,4,4,0,0,
case_32135,CV-720247-23/QU,5,5,5,5,0,0,
case_32136,CV-720272-23/QU,2,2,2,2,0,0,
case_32137,CV-720379-22/RI,5,5,5,5,0,0,
case_32138,CV-720380-22/RI,5,5,5,5,0,0,
case_32139,CV-720385-23/QU,5,5,5,5,0,0,
case_32140,CV-720386-23/QU,5,5,5,5,0,0,
case_32141,CV-720389-22/BX,5,5,5,5,0,0,
case_32142,CV-720504-24/RI,2,2,2,2,0,0,
case_32143,CV-720524-23/QU,6,6,6,6,0,0,
case_32144,CV-720542-22/BX,6,6,6,6,0,0,
case_32145,CV-720657-23/QU,23,23,23,23,0,0,
case_32146,CV-720658-23/QU,5,5,5,5,0,0,
case_32147,CV-720750-24/RI,6,6,6,6,0,0,
case_32148,CV-720915-23/QU,7,7,7,7,0,0,
case_32149,CV-720937-23/QU,5,5,5,5,0,0,
case_32150,CV-720973-25/QU,13,13,13,13,0,0,
case_32151,CV-721185-22/QU,2,2,2,2,0,0,
case_32152,CV-721186-22/QU,4,4,4,4,0,0,
case_32153,CV-721349-23/QU,5,5,5,5,0,0,
case_32154,CV-721397-22/BX,6,6,6,6,0,0,
case_32155,CV-721441-23/QU,4,4,4,4,0,0,
case_32156,CV-721447-23/QU,5,5,5,5,0,0,
case_32157,CV-721475-23/QU,6,6,6,6,0,0,
case_32158,CV-721534-22/RI,5,5,5,5,0,0,
case_32159,CV-721831-22/QU,5,5,5,5,0,0,
case_32160,CV-721890-22/BX,7,7,7,7,4,4,
case_32161,CV-722003-22/KI,2,2,2,2,0,0,
case_32162,CV-722027-24/RI,6,6,6,6,4,4,
case_32163,CV-722594-22/BX,4,4,4,4,0,0,
case_32164,CV-722613-25/QU,1,1,1,1,0,0,
case_32165,CV-722621-22/QU,7,7,7,7,0,0,
case_32166,CV-722715-22/QU,6,6,6,6,0,0,
case_32167,CV-723496-22/BX,7,7,7,7,0,0,
case_32168,CV-723996-22/QU,2,2,2,2,0,0,
case_32169,CV-724395-23/KI,5,5,5,5,0,0,
case_32170,CV-724491-22/RI,5,5,5,5,0,0,
case_32171,CV-725138-24/KI,4,4,4,4,0,0,
case_32172,CV-725437-22/BX,7,7,7,7,0,0,
case_32173,CV-725509-22/BX,2,2,2,2,0,0,
case_32174,CV-725551-22/QU,7,7,7,7,0,0,
case_32175,CV-725555-22/QU,2,2,2,2,0,0,
case_32176,CV-725602-22/RI,17,17,17,17,0,0,
case_32177,CV-726012-22/BX,5,5,5,5,0,0,
case_32178,CV-726021-22/BX,5,5,5,5,0,0,
case_32179,CV-726093-22/BX,2,2,2,2,0,0,
case_32180,CV-726110-24/RI,2,2,2,2,0,0,
case_32181,CV-726239-24/KI,2,2,2,2,0,0,
case_32182,CV-726240-24/KI,5,5,5,5,0,0,
case_32183,CV-726241-24/KI,3,3,3,3,0,0,
case_32184,CV-726244-24/KI,4,4,4,4,0,0,
case_32185,CV-726245-24/KI,4,4,4,4,0,0,
case_32186,CV-726298-22/QU,4,4,4,4,0,0,
case_32187,CV-726299-22/QU,8,8,8,8,0,0,
case_32188,CV-726301-22/QU,8,8,8,8,0,0,
case_32189,CV-726722-23/KI,6,6,6,6,0,0,
case_32190,CV-726726-23/KI,5,5,5,5,0,0,
case_32191,CV-726917-22/BX,4,4,4,4,0,0,
case_32192,CV-727256-26/RI,2,2,2,2,0,0,
case_32193,CV-727257-26/RI,4,4,4,4,0,0,
case_32194,CV-727258-26/RI,1,1,1,1,0,0,
case_32195,CV-727424-26/RI,22,22,22,22,0,0,
case_32196,CV-727425-26/RI,4,4,4,4,0,0,
case_32197,CV-727430-24/KI,3,3,3,3,0,0,
case_32198,CV-727569-22/QU,8,8,8,8,0,0,
case_32199,CV-728320-22/RI,7,7,7,7,0,0,
case_32200,CV-728324-22/RI,5,5,5,5,0,0,
case_32201,CV-729114-24/RI,2,2,2,2,0,0,
case_32202,CV-729120-24/RI,6,6,6,6,0,0,
case_32203,CV-729229-22/BX,4,4,4,4,0,0,
case_32204,CV-729447-23/RI,19,19,19,19,0,0,
case_32205,CV-729455-23/RI,27,27,27,27,0,0,
case_32206,CV-729463-23/KI,7,7,7,7,0,0,
case_32207,CV-729507-23/KI,2,2,2,2,0,0,
case_32208,CV-729739-22/RI,5,5,5,5,0,0,
case_32209,CV-729741-22/RI,22,22,22,22,0,0,
case_32210,CV-729782-22/BX,5,5,5,5,0,0,
case_32211,CV-729871-24/RI,5,5,5,5,0,0,
case_32212,CV-729874-24/RI,5,5,5,5,0,0,
case_32213,CV-730563-22/QU,8,8,8,8,0,0,
case_32214,CV-730564-22/QU,8,8,8,8,0,0,
case_32215,CV-730565-22/QU,7,7,7,7,0,0,
case_32216,CV-730567-22/QU,8,8,8,8,0,0,
case_32217,CV-730568-22/QU,5,5,5,5,0,0,
case_32218,CV-730569-22/QU,8,8,8,8,0,0,
case_32219,CV-730693-23/RI,5,5,5,5,0,0,
case_32220,CV-730961-22/QU,5,5,5,5,0,0,
case_32221,CV-730967-23/KI,4,4,4,4,0,0,
case_32222,CV-731777-22/KI,5,5,5,5,0,0,
case_32223,CV-732599-22/KI,5,5,5,5,0,0,
case_32224,CV-732679-25/RI,7,7,7,7,0,0,
case_32225,CV-732689-22/KI,7,7,7,7,0,0,
case_32226,CV-733443-24/RI,25,25,25,25,0,0,
case_32227,CV-735021-23/RI,7,7,7,7,0,0,
case_32228,CV-735139-25/RI,5,5,5,5,0,0,
case_32229,CV-735140-25/RI,5,5,5,5,0,0,
case_32230,CV-735143-25/RI,5,5,5,5,0,0,
case_32231,CV-735156-25/RI,8,8,8,8,0,0,
case_32232,CV-735161-25/RI,4,4,4,4,0,0,
case_32233,CV-735169-25/RI,5,5,5,5,0,0,
case_32234,CV-735663-22/KI,7,7,7,7,0,0,
case_32235,CV-735664-22/KI,6,6,6,6,0,0,
case_32236,CV-735963-24/KI,4,4,4,4,0,0,
case_32237,CV-736027-25/RI,4,4,4,4,0,0,
case_32238,CV-736028-25/RI,11,11,11,11,0,0,
case_32239,CV-736031-25/RI,4,4,4,4,0,0,
case_32240,CV-736032-25/RI,4,4,4,4,0,0,
case_32241,CV-736610-24/KI,4,4,4,4,0,0,
